id,name,birthdate,deathdate
2714,Gary Trousdale,2026-06-08,
2715,Gary Weeks,2026-06-04,
2716,Gary Winick,2026-03-31,2026-02-27
2717,Gaspar Noé,2026-12-27,
2718,Gastón Pauls,2026-01-17,
2719,Gauhar Khan,2026-08-23,
2720,Gavin Hood,2026-05-12,
2721,Gavin MacLeod,2026-02-28,
2722,Gavin Newsom,2026-10-10,
2723,Gavin O'Connor,,
2724,Gavin Wiesen,,
2725,Gaye Brown,2026-03-02,
2726,Gbenga Akinnagbe,2026-12-12,
2727,Gedde Watanabe,2026-06-26,
2728,Gemma Chan,2026-11-29,
2729,Gemma Jones,2026-12-04,
2730,Gen Seto,,
2731,Gena Rowlands,2026-06-19,
2732,Gene Quintano,,
2733,Gene Simmons,2026-08-25,
2734,Gene Teigland,,
2735,Gene Tierney,2026-11-19,2026-11-06
2736,Geneviève Bujold,2026-07-01,
2737,Geneviève Lemon,,
2738,Genevieve O'Reilly,2026-01-06,
2739,Genndy Tartakovsky,2026-01-17,
2740,Geoff Bell,,
2741,Geoff Murphy,2026-06-13,
2742,Geoff Stults,2026-12-15,
2743,Geoffrey Arend,2026-02-28,
2744,Geoffrey Holder,2026-08-01,2026-10-05
2745,Geoffrey Palmer,2026-06-04,
2746,Geoffrey Sax,,
2747,Georg Wilhelm Pabst,1885-08-25,2026-05-29
2748,George 'Buck' Flower,2026-10-28,2026-06-18
2749,George A. Romero,2026-02-04,
2750,George Armitage,,
2751,George Brent,2026-03-15,2026-05-26
2752,George C. Scott,2026-10-18,2026-09-22
2753,George Carlin,2026-05-12,2026-06-22
2754,George Chakiris,2026-09-16,
2755,George Clooney,2026-05-06,
2756,George Coe,2026-02-03,
2757,George Cole,2026-03-01,
2758,George Coulouris,2026-10-01,2026-04-25
2759,George Cukor,1899-07-07,2026-01-24
2760,George DiCenzo,2026-04-21,2026-08-09
2761,George Gallo,,
2762,George Hamilton,2026-08-12,
2763,George Harris,2026-02-18,2026-02-28
2764,George Harrison,2026-02-25,2026-11-29
2765,George Hickenlooper,2026-05-25,2026-10-30
2766,George Jackson,,
2767,George Kennedy,2026-02-18,2026-02-28
2768,George Lazenby,2026-09-05,
2769,George Lopez,2026-04-23,
2770,George Lucas,2026-05-14,
2771,George Miller,2026-03-03,
2772,George Newbern,2026-12-30,
2773,George Newton,2026-04-05,
2774,George Nolfi,,
2775,George P. Cosmatos,2026-01-04,2026-04-19
2776,George Peppard,2026-10-01,2026-05-08
2777,George Raft,2026-09-26,2026-11-24
2778,George Ratliff,2026-10-11,
2779,George Reeves,2026-01-05,2026-06-16
2780,George Roy Hill,2026-12-20,2026-12-27
2781,George Sanders,2026-07-03,2026-04-25
2782,George Sidney,2026-10-04,2026-05-05
2783,George Stevens,2026-04-03,
2784,George T. Odom,2026-08-21,2026-09-21
2785,George Tillman Jr.,2026-01-26,
2786,George Voskovec,2026-06-19,2026-07-01
2787,George W. Bush,2026-07-06,
2788,George Wendt,2026-10-17,
2789,Georgia Groome,2026-02-11,
2790,Georgia Hilton,,
2791,Georgina Cates,2026-01-14,
2792,Georgina Chapman,2026-04-14,
2793,Georgina Reilly,2026-02-12,
2794,Gerald McRaney,2026-08-19,
2795,Gerald Potterton,2026-03-08,
2796,Geraldine Chaplin,2026-07-31,
2797,Geraldine McEwan,2026-05-09,2026-01-30
2798,Gerard Butler,2026-11-13,
2799,Gerard Johnstone,,
2800,Gérard Jugnot,2026-05-04,
2801,Gérard Krawczyk,2026-05-17,
2802,Gerard McSorley,,
2803,Gerardo Taracena,,
2804,Germán Alcarazu,,
2805,Gerry Becker,2026-04-11,
2806,Gerry Bednob,,
2807,Gerry Lively,,
2808,Gerry Lopez,,
2809,Gert Fr?be,2026-02-25,2026-09-05
2810,Ghassan Massoud,2026-09-20,
2811,Gia Coppola,2026-01-01,
2812,Gia Mantegna,2026-04-17,
2813,Gian Maria Volontè,2026-04-09,2026-12-06
2814,Giancarlo Giannini,2026-08-01,
2815,Gideon Emery,2026-09-12,
2816,Gideon Raff,,
2817,Gigi Rice,2026-03-13,
2818,Gil Bellows,2026-06-28,
2819,Gil Birmingham,2026-07-13,
2820,Gil Junger,2026-11-07,
2821,Gil Kenan,2026-10-16,
2822,Gilbert Gottfried,2026-02-28,
2823,Gilbert R. Hill,2026-11-06,2月29日
2824,Gilbert Roland,2026-12-11,2026-05-15
2825,Gilles Lellouche,,
2826,Gilles Paquet-Brenner,,
2827,Gillian Armstrong,2026-12-18,
2828,Gillian Jacobs,2026-10-19,
2829,Gillian Robespierre,2026-06-29,
2830,Gillian White,,
2831,Gina Bellman,2026-07-10,
2832,Gina Holden,2026-03-17,
2833,Gina Lollobrigida,2026-07-04,
2834,Gina McKee,2026-04-14,
2835,Gina Montana,,
2836,Gina Prince-Bythewood,2026-06-10,
2837,Ginger Jensen,,
2838,Ginger Rogers,2026-07-16,2026-04-25
2839,Gino Salvano,,
2840,Giovanna Mezzogiorno,2026-11-09,
2841,Giovanni Zelko,,
2842,Gitte Witt,2026-06-20,
2843,Giulia Michelini,2026-06-02,
2844,Giuliano Montaldo,2026-02-22,
2845,Giuseppe Tornatore,2026-05-27,
2846,Gladys Cooper,1888-12-18,2026-11-17
2847,Glen Hansard,2026-04-21,
2848,Glen Morgan,,
2849,Glen Murphy,,
2850,Glen Powell,2026-10-21,
2851,Glenn Beck,2026-02-10,
2852,Glenn Campbell,2026-04-22,
2853,Glenn Erland Tosterud,,
2854,Glenn Ficarra,,
2855,Glenn Ford,2026-05-01,2026-08-30
2856,Glenn Howerton,2026-04-13,
2857,Glenn Morshower,2026-04-24,
2858,Glenn Plummer,2026-08-18,
2859,Glenn Shadix,2026-04-15,2026-09-07
2860,Glenne Headly,2026-03-13,
2861,Gloria Foster,2026-11-15,2026-09-29
2862,Gloria Grahame,2026-11-28,2026-10-05
2863,Gloria Reuben,2026-06-09,
2864,Gloria Sandoval,,
2865,Gloria Stuart,2026-07-04,2026-09-26
2866,Gloria Votsis,2026-02-09,
2867,Glynis Johns,2026-10-05,
2868,Gnana Rajasekaran,,
2869,Gonzalo López-Gallego,,
2870,Goran Dukic,,
2871,Goran Visnjic,2026-09-09,
2872,Gordon Chan,,
2873,Gordon Currie,2026-09-25,
2874,Gordon Jackson,2026-12-19,2026-01-15
2875,Gordon Jump,2026-04-01,2026-09-22
2876,Gordon Pinsent,2026-07-12,
2877,Gore Verbinski,2026-03-16,
2878,Goya Toledo,2026-09-24,
2879,Grace Gummer,2026-05-09,
2880,Grace Jones,2026-05-19,
2881,Grace Phipps,2026-05-04,
2882,Graham Annable,,
2883,Graham Beckel,2026-12-22,
2884,Graham McTavish,2026-01-03,
2885,Grant Bowler,2026-07-18,
2886,Grant Heslov,2026-05-15,
2887,Grasie Mercedes,2026-02-23,
2888,Graziella Galvani,2026-06-27,
2889,Greer Garson,2026-02-20,2026-08-16
2890,Greg Aronowitz,,
2891,Greg Ayres,2026-12-07,
2892,Greg Berlanti,2026-05-24,
2893,Greg Collins,2026-12-08,
2894,Greg Coolidge,2026-12-28,
2895,Greg Crowe,2026-03-13,
2896,Greg D'Agostino,,
2897,Greg Germann,2026-02-26,
2898,Greg Grunberg,2026-07-11,
2899,Greg Harrison,2026-05-31,
2900,Greg Jackson,2026-06-10,
2901,Greg Marcks,2026-08-12,
2902,Greg Mottola,2026-07-11,
2903,Greg Nicotero,2026-03-15,
2904,Greg Speirs,,
2905,Greg Tiernan,2026-06-19,
2906,Gregg Henry,2026-05-06,
2907,Gregor Jordan,,
2908,Gregory Alan Williams,2026-06-12,
2909,Gregory Cruz,,
2910,Gregory Hoblit,2026-11-27,
2911,Gregory Itzin,2026-04-20,
2912,Gregory Jacobs,,
2913,Gregory Nava,2026-04-10,
2914,Gregory Poirier,2026-05-19,
2915,Gregory Scott Cummins,,
2916,Gregory Sierra,2026-01-25,
2917,Gregory Smith,2026-07-06,
2918,Gregory Widen,,
2919,Greta Gerwig,2026-08-04,
2920,Gretchen Mol,2026-11-08,
2921,Gretchen Palmer,2026-12-16,
2922,Grey Damon,2026-09-24,
2923,Grey Griffin,2026-08-24,
2924,Griffin Cleveland,,
2925,Griffin Dunne,2026-06-08,
2926,Griffin Kane,,
2927,Grigoriy Dobrygin,2026-02-17,
2928,Guang Li,,
2929,Guillaume Canet,2026-04-10,
2930,Guillaume Denaiffe,,
2931,Guillaume Ivernel,,
2932,Guillermo Arriaga,2026-03-13,
2933,Guillermo del Toro,2026-10-09,
2934,Guillermo Francella,2026-02-14,
2935,Gulshan Grover,2026-09-21,
2936,Gunnar Hansen,,
2937,Gurinder Chadha,2026-01-10,
2938,Guro Nagelhus Schia,,
2939,Gus Van Sant,2026-07-24,
2940,Gustaf Skarsg?rd,2026-11-12,
2941,Gustav Fr?hlich,2026-03-21,2026-12-22
2942,Guy Hamilton,2026-03-25,
2943,Guy Maddin,2026-02-28,
2944,Guy Ritchie,2026-09-10,
2945,Gyton Grantley,,
2946,H.M. Coakley,2026-01-01,
2947,H.M. Wynant,2026-02-12,
2948,Hailu Qin,,
2949,Hakeem Kae-Kazim,2026-10-01,
2950,Hal Haberman,,
2951,Hal Holbrook,2026-02-17,
2952,Hal Landon Jr.,2026-05-23,
2953,Hal Linden,2026-03-20,
2954,Hal Needham,2026-03-06,2026-10-25
2955,Haley Bennett,2026-01-07,
2956,Haley Joel Osment,2026-04-10,
2957,Haley Ramm,2026-03-26,
2958,Hallee Hirsh,2026-12-16,
2959,Haluk Bilginer,2026-06-05,
2960,Ham Tran,,
2961,Hana Mae Lee,2026-09-28,
2962,Hana Shuan,2026-09-24,
2963,Hanaa Bouchaib,,
2964,Hank Braxtan,2026-04-27,
2965,Hannah Britland,,
2966,Hannah Murray,2026-07-01,
2967,Hannah Spearritt,2026-04-01,
2968,Hanne Aagesen,2026-01-11,2026-03-18
2969,Hanno P?schl,2026-07-02,
2970,Hans Canosa,,
2971,Hans Kesting,2026-10-06,
2972,Hans Matheson,2026-08-07,
2973,Hans Petter Moland,2026-10-17,
2974,Hans Weingartner,2026-11-02,
2975,Hansika Motwani,2026-08-09,
2976,Hao Ning,,
2977,Harald Reinl,2026-07-09,2026-10-09
2978,Harald Zwart,2026-07-01,
2979,Hardy Krüger,2026-04-12,
2980,Hark Tsui,2026-02-15,
2981,Harland Williams,2026-11-14,
2982,Harley Cokeliss,2026-02-11,
2983,Harley Jane Kozak,2026-01-28,
2984,Harmage Singh Kalirai,,
2985,Harmony Korine,2026-01-04,
2986,Harold Becker,2026-09-25,
2987,Harold Cronk,,
2988,Harold Gould,2026-12-10,2026-09-11
2989,Harold Perrineau,2026-08-07,
2990,Harold Ramis,2026-11-21,2026-02-24
2991,Harriet Walter,2026-09-24,
2992,Harris Yulin,2026-11-05,
2993,Harrison Ford,2026-07-13,
2994,Harrison Gilbertson,,
2995,Harrison Page,2026-08-27,
2996,Harry Beaumont,1888-02-10,2026-12-22
2997,Harry Carey Jr.,2026-05-16,2026-12-27
2998,Harry Connick Jr.,2026-09-11,
2999,Harry Elfont,2026-04-05,
3000,Harry F. Millarde,1885-11-12,2026-11-02
3001,Harry Gantz,,
3002,Harry Lennix,2026-11-16,
3003,Harry Shearer,2026-12-23,
3004,Harry Styles,2026-02-01,
3005,Harry Treadaway,2026-09-10,
3006,Hart Bochner,2026-10-03,
3007,Haruma Miura,2026-04-05,
3008,Harvey Fierstein,2026-06-06,
3009,Harvey Korman,2026-02-15,2026-05-29
3010,Harvey Weinstein,2026-03-19,
3011,Hassan Johnson,,
3012,Hattie McDaniel,1895-06-10,2026-10-26
3013,Hayao Miyazaki,2026-01-05,
3014,Hayden Christensen,2026-04-19,
3015,Hayley Atwell,2026-04-05,
3016,Hayley Cloake,,
3017,Hayley Kiyoko,2026-04-03,
3018,Hayley Lovitt,,
3019,Hayley McFarland,2026-03-29,
3020,Heath Ledger,2026-04-04,2026-01-22
3021,Heather Berman,,
3022,Heather Bucha,,
3023,Heather Burns,2026-04-07,
3024,Heather Donahue,2026-12-22,
3025,Heather Langenkamp,2026-07-17,
3026,Heather Locklear,2026-09-25,
3027,Heather Matarazzo,2026-11-10,
3028,Heather Morris,2026-02-01,
3029,Heather O'Rourke,2026-12-27,2026-02-01
3030,Heather Sossaman,2026-04-25,
3031,Hector Echavarria,2026-12-06,
3032,Hector Elizondo,2026-12-22,
3033,Héctor Jiménez,2026-12-14,
3034,Hector Kotsifakis,,
3035,Hedy Lamarr,2026-11-09,2026-01-19
3036,Heidi Ewing,,
3037,Heike Makatsch,2026-08-13,
3038,Helen Hayes,2026-07-04,
3039,Helen Martin,2026-07-23,2026-03-25
3040,Helen McCrory,2026-08-17,
3041,Helena Mattsson,2026-03-30,
3042,Helmut Bakaitis,2026-09-26,
3043,Henri Garcin,2026-04-11,
3044,Henry Alex Rubin,,
3045,Henry Bean,,
3046,Henry Cavill,2026-05-05,
3047,Henry Czerny,2026-02-08,
3048,Henry Hathaway,1898-03-13,2026-02-11
3049,Henry Hobson,,
3050,Henry Ian Cusick,2026-04-17,
3051,Henry Jaglom,2026-01-26,
3052,Henry Joost,,
3053,Henry King,2026-12-02,
3054,Henry Koster,2026-05-01,2026-09-21
3055,Henry Rollins,2026-02-13,
3056,Henry Selick,2026-11-30,
3057,Henry Silva,2026-09-15,
3058,Henry Simmons,2026-07-01,
3059,Henry Thomas,2026-09-09,
3060,Herb Freed,,
3061,Herbert Gr?nemeyer,2026-04-12,
3062,Herbert Lom,2026-09-11,2026-09-27
3063,Herbert Ross,2026-05-13,2026-10-09
3064,Herbert Russell,,
3065,Herman Koto,,
3066,Hervé Villechaize,2026-04-23,2026-09-04
3067,Hiam Abbass,2026-11-30,
3068,Hideaki Anno,2026-05-22,
3069,Hideo Nakata,2026-07-19,
3070,Hilary Brougher,,
3071,Hilda Bernard,2026-10-29,
3072,Hill Harper,2026-05-17,
3073,Hironobu Sakaguchi,2026-11-14,
3074,Hiroshi Abe,2026-06-22,
3075,Hitoshi Matsumoto,2026-09-08,
3076,Ho-Sung Pak,2026-11-06,
3077,Hoke Howell,2026-08-27,2026-05-09
3078,Holland Taylor,2026-01-14,
3079,Holly Hunter,2026-03-20,
3080,Holly Valance,2026-05-11,
3081,Holmes Osborne,2026-11-07,
3082,Holt McCallany,2026-09-03,
3083,Homayoun Ershadi,,
3084,Hong-jin Na,,
3085,Honglei Sun,2026-08-16,
3086,Honor Blackman,2026-08-22,
3087,Hope Davis,2026-03-23,
3088,Hope Olaide Wilson,2026-08-16,
3089,Horatio Sanz,2026-06-04,
3090,Howard Caine,2026-01-02,2026-12-28
3091,Howard Deutch,2026-09-14,
3092,Howard Hawks,1896-05-30,2026-12-26
3093,Howard Hesseman,2026-02-27,
3094,Howard Hughes,,
3095,Howard Keel,2026-04-13,2026-11-07
3096,Howard Morris,2026-09-04,2026-05-21
3097,Howard Zieff,2026-10-21,2026-02-21
3098,Hoyt Axton,2026-03-25,2026-10-26
3099,Hoyt Yeatman,2026-01-23,
3100,Hristo Shopov,2026-01-04,
3101,Hsiao-Hsien Hou,2026-04-08,
3102,Huck Botko,,
3103,Hudson Leick,2026-05-09,
3104,Hue Rhodes,,
3105,Huell Howser,2026-10-18,2026-01-07
3106,Huey Lewis,2026-07-05,
3107,Hugh Bonneville,2026-11-10,
3108,Hugh Dillon,2026-05-31,
3109,Hugh Ducklow,,
3110,Hugh Griffith,2026-05-30,2026-05-14
3111,Hugh Hudson,2026-08-25,
3112,Hugh Jackman,2026-10-12,
3113,Hugh Johnson,,
3114,Hugh Keays-Byrne,2026-05-18,
3115,Hugh M. Hefner,2026-04-09,
3116,Hugh Mun,2026-09-09,
3117,Hugh O'Brian,2026-04-19,2026-09-05
3118,Hugh O'Conor,2026-04-19,
3119,Hugh Wilson,2026-08-21,
3120,Hugo Stiglitz,2026-08-28,
3121,Hulk Hogan,2026-08-11,
3122,Humphrey Bogart,1899-12-25,2026-01-14
3123,Hunter Parrish,2026-05-13,
3124,Hunter Richards,,
3125,Hutch Dano,2026-05-21,
3126,Hye-jeong Kang,2026-01-04,
3127,Hye-kyo Song,2026-11-22,
3128,Hyung-rae Shim,2026-01-03,
3129,Iain Softley,,
3130,Ian Bohen,2026-09-24,
3131,Ian Fitzgibbon,,
3132,Ian Gamazon,,
3133,Ian Gomez,2026-12-27,
3134,Ian Hart,2026-10-08,
3135,Ian Iqbal Rashid,,
3136,Ian McDiarmid,2026-08-11,
3137,Ian McNeice,2026-10-02,
3138,Ian Mune,,
3139,Ian Richardson,2026-04-07,2026-02-09
3140,Ian Sharp,2026-11-13,
3141,Ian Somerhalder,2026-12-08,
3142,Ian Tracey,2026-06-26,
3143,Ian Whyte,2026-09-17,
3144,Ian Ziering,2026-03-30,
3145,Iben Hjejle,2026-03-22,
3146,Ice Cube,2026-06-15,
3147,Ice-T,2026-02-16,
3148,Iddo Goldberg,2026-08-05,
3149,Igal Naor,2026-06-25,
3150,Igor Jijikine,2026-10-08,
3151,Igor Kovalyov,2026-01-17,
3152,Igor Zaripov,,
3153,Ike Barinholtz,2026-02-18,
3154,Iko Uwais,2026-02-12,
3155,Ilene Graff,2026-02-28,
3156,Illeana Douglas,2026-07-25,
3157,Imelda Staunton,2026-01-09,
3158,India de Beaufort,2026-06-27,
3159,Indiana Evans,2026-07-27,
3160,Indira Varma,2026-05-14,
3161,Ingmar Bergman,2026-07-14,2026-07-30
3162,Ingrid Bols? Berdal,2026-03-02,
3163,Ingrid Thulin,2026-01-27,2026-01-07
3164,Ingvar Eggert Sigur?sson,2026-11-22,
3165,Inna Evlannikova,,
3166,Ioan Gruffudd,2026-10-06,
3167,Ion Overman,2026-11-09,
3168,Ione Skye,2026-09-04,
3169,Ira Sachs,,
3170,Irene Bedard,2026-07-22,
3171,Irene Dunne,1898-12-20,2026-09-04
3172,Irène Jacob,2026-07-15,
3173,Irene Papas,2026-09-03,
3174,Irvin Kershner,2026-04-29,2026-11-27
3175,Irwin Winkler,2026-05-28,
3176,Isaac C. Singleton Jr.,,
3177,Isaac Florentine,,
3178,Isaac Hayes,2026-08-20,2026-08-10
3179,Isaac Hempstead Wright,2026-04-09,
3180,Isaach De Bankolé,2026-08-12,
3181,Isabel Coixet,2026-04-09,
3182,Isabella Rossellini,2026-06-18,
3183,Isabelle Adjani,2026-06-27,
3184,Isabelle Carré,2026-05-28,
3185,Isabelle Huppert,2026-03-16,
3186,Isabelle Nanty,2026-01-21,
3187,Isabelle Nélisse,,
3188,Isaiah Washington,2026-08-03,
3189,Isiah Thomas,2026-04-30,
3190,Isiah Whitlock Jr.,2026-09-13,
3191,Isild Le Besco,2026-11-22,
3192,István Szabó,,
3193,Iulia Ciochina,,
3194,Ivan Barnev,2026-07-15,
3195,Ivan Dixon,2026-04-06,2026-03-16
3196,Ivan Engler,,
3197,Iván Kamarás,2026-12-22,
3198,Ivan Kavanagh,,
3199,Ivan Okhlobystin,2026-07-22,
3200,Ivan Reitman,2026-10-27,
3201,Ivan Sergei,2026-05-07,
3202,Ivana Baquero,2026-06-11,
3203,Ivana Milicevic,2026-04-26,
3204,Ivette Alvarez,,
3205,Izabella Miko,2026-01-21,
3206,Izabella Scorupco,2026-06-04,
3207,J Blakeson,,
3208,J. Lee Thompson,2026-08-01,2026-08-30
3209,J. Smith-Cameron,,
3210,J.A. Bayona,,
3211,J.B. Rogers,2026-10-08,2026-08-06
3212,J.B. Smoove,2026-12-16,
3213,J.C. Chandor,,
3214,J.D. Evermore,2026-11-05,
3215,J.D. Williams,2026-02-08,
3216,J.J. Abrams,2026-06-27,
3217,J.J. Cohen,2026-06-22,
3218,J.K. Simmons,2026-01-09,
3219,J.S. Cardone,2026-10-19,
3220,J.T. Walsh,2026-11-24,
3221,Jacek Koman,2026-08-15,
3222,Jacinda Barrett,2026-08-02,
3223,Jack Albertson,2026-06-16,2026-11-25
3224,Jack Canfield,,
3225,Jack Carson,2026-10-27,2026-01-02
3226,Jack Conway,1887-07-17,2026-10-11
3227,Jack Davenport,2026-03-01,
3228,Jack E. Curenton,,
3229,Jack Elam,2026-11-13,2026-10-20
3230,Jack Guzman,2026-06-21,
3231,Jack Hawkins,2026-09-14,2026-07-18
3232,Jack Heller,,
3233,Jack Kao,2026-04-23,
3234,Jack Lord,1894-02-01,2026-08-31
3235,Jack McBrayer,2026-05-27,
3236,Jack McElhone,,
3237,Jack McGee,2026-02-02,
3238,Jack McGraw,,
3239,Jack Nance,2026-12-21,2026-12-30
3240,Jack O'Connell,2026-08-01,
3241,Jack O'Halloran,2026-04-08,
3242,Jack Palance,2026-02-18,2026-11-10
3243,Jack Perez,,
3244,Jack Plotnick,2026-10-30,
3245,Jack Reynor,2026-01-23,
3246,Jack Sholder,2026-06-08,
3247,Jack Smight,2026-03-09,2026-09-01
3248,Jack Taylor,,
3249,Jack Thompson,2026-08-31,
3250,Jack Warden,2026-09-18,2026-07-19
3251,Jack Wild,2026-09-30,2026-03-01
3252,Jacki Weaver,2026-05-25,
3253,Jackie Burroughs,2026-02-02,2026-09-22
3254,Jackie Cooper,2026-09-15,2026-05-03
3255,Jackie Earle Haley,2026-07-14,
3256,Jackie Gleason,2026-02-26,2026-06-24
3257,Jackie Nova,,
3258,Jackson Nicoll,,
3259,Jacky Ido,2026-05-14,
3260,Jaco Booyens,,
3261,Jacob Aaron Estes,2026-09-06,
3262,Jacob Hopkins,,
3263,Jacob Latimore,2026-08-10,
3264,Jacob Pitts,,
3265,Jacob Tremblay,2026-10-05,
3266,Jacob Vargas,2026-08-18,
3267,Jacob Young,2026-09-10,
3268,Jacob Zachar,2026-05-16,
3269,Jacqueline Bisset,2026-09-13,
3270,Jacqueline Lovell,2026-12-09,
3271,Jacqueline MacInnes Wood,2026-04-17,
3272,Jacqueline McKenzie,2026-10-24,
3273,Jacques Brel,2026-04-08,2026-10-09
3274,Jacques Gamblin,2026-11-16,
3275,Jacques Perrin,2026-07-13,
3276,Jada Pinkett Smith,2026-09-18,
3277,Jade Kindar-Martin,,
3278,Jaden Klein,,
3279,Jafar Panahi,2026-07-11,
3280,Jaime Camil,2026-07-22,
3281,Jaime King,2026-04-23,
3282,Jaime Zevallos,,
3283,Jake Busey,2026-06-15,
3284,Jake Cherry,,
3285,Jake Goldberger,2026-05-12,
3286,Jake Gyllenhaal,2026-12-19,
3287,Jake Kasdan,2026-10-28,
3288,Jake Lacy,,
3289,Jake Lloyd,2026-03-05,
3290,Jake Paltrow,2026-09-26,
3291,Jake Richardson,2026-03-03,
3292,Jake Ryan,,
3293,Jake Sandvig,2026-09-08,
3294,Jake Schreier,,
3295,Jake Scott,,
3296,Jake Short,2026-05-30,
3297,Jake Weary,2026-02-14,
3298,Jake Weber,2026-03-19,
3299,Jake Wood,2026-07-12,
3300,Jaleel White,2026-11-27,
3301,Jamaa Fanaka,2026-09-06,2026-04-01
3302,Jamal Hill,,
3303,Jamel Debbouze,2026-06-18,
3304,James Algar,2026-06-11,2026-02-26
3305,James Babson,2026-10-24,
3306,James Badge Dale,2026-05-01,
3307,James Biberi,2026-07-28,
3308,James Bidgood,2026-03-28,
3309,James Bobin,,
3310,James Bolam,2026-06-16,
3311,James Bridges,2026-02-03,2026-06-06
3312,James Brolin,2026-07-18,
3313,James Brown,,
3314,James Burnett,,
3315,James Cagney,1899-07-17,2026-03-30
3316,James Callis,,
3317,James Cameron,2026-08-16,
3318,James Chalke,,
3319,James Coburn,2026-08-31,2026-11-18
3320,James Corden,2026-08-22,
3321,James Cox,,
3322,James Cullen Bressack,2月29日,
3323,James D'Arcy,2026-08-24,
3324,James David Pasternak,,
3325,James DeBello,2026-06-09,
3326,James Deen,2026-02-07,
3327,James DeMonaco,,
3328,James Dodson,,
3329,James Doohan,2026-03-03,2026-07-20
3330,James Drury,2026-04-18,
3331,James Duval,2026-09-10,
3332,James Eckhouse,2026-02-14,
3333,James Fargo,,
3334,James Fleet,2026-03-11,
3335,James Foley,2026-12-28,
3336,James Fox,2026-05-19,
3337,James Frain,2026-03-14,
3338,James Franco,2026-04-19,
3339,James Frawley,2026-09-29,
3340,James Gammon,2026-04-20,2026-07-16
3341,James Gartner,2026-04-07,2026-07-19
3342,James Gray,,
3343,James Gunn,2026-08-05,
3344,James Hall,,
3345,James Hetfield,2026-08-03,
3346,James Huang,2026-01-07,
3347,James Isaac,2026-06-05,2026-05-06
3348,James Ivory,2026-06-07,
3349,James Karen,2026-11-28,
3350,James Kerwin,2026-10-13,
3351,James Kyson,2026-12-13,
3352,James L. Brooks,2026-05-09,
3353,James Lafferty,2026-07-25,
3354,James Lance,2026-05-05,
3355,James Le Gros,2026-04-27,
3356,James Lew,2026-05-19,
3357,James Lipton,2026-09-19,
3358,James Lorinz,2026-05-22,
3359,James Manera,,
3360,James Mangold,2026-12-16,
3361,James Marsh,2026-04-30,
3362,James Martin Kelly,2026-09-06,
3363,James Mason,2026-05-15,2026-07-27
3364,James Mather,,
3365,James McCaffrey,,
3366,James McTeigue,,
3367,James Melkonian,2026-04-06,
3368,James Morrison,2026-10-30,
3369,James Mottern,2026-08-01,
3370,James Nesbitt,2026-01-15,
3371,James Noble,2026-03-05,2026-03-28
3372,James Nunn,2026-08-05,
3373,James O'Brien,,
3374,James Patrick Stuart,2026-06-16,
3375,James Pickens Jr.,2026-10-26,
3376,James Ponsoldt,,
3377,James Ransone,2026-06-02,
3378,James Read,2026-07-31,
3379,James Robertson Justice,2026-06-15,2026-07-02
3380,James Robinson,,
3381,James Russo,2026-04-23,
3382,James Schamus,2026-09-07,
3383,James Shigeta,2026-06-17,2026-07-28
3384,James Toback,2026-11-23,
3385,James Tumminia,,
3386,James Tupper,2026-08-04,
3387,James Urbaniak,2026-09-17,
3388,James Wan,2026-02-26,
3389,James Watkins,,
3390,James Whitmore,2026-10-01,2026-02-06
3391,James Wilcox,,
3392,James With,2026-01-23,
3393,James Wolk,2026-03-22,
3394,James Wong,,
3395,Jamey Sheridan,2026-07-12,
3396,Jami Gertz,2026-10-28,
3397,Jamie Babbit,2026-11-16,
3398,Jamie Blackley,2026-07-08,
3399,Jamie Blanks,,
3400,Jamie Draven,2026-05-14,
3401,Jamie Foreman,2026-05-25,
3402,Jamie Hector,2026-10-07,
3403,Jamie Kennedy,2026-05-25,
3404,Jamie Lee Curtis,2026-11-22,
3405,Jamie Renée Smith,2026-04-10,
3406,Jamie Thraves,,
3407,Jamie Travis,2026-08-13,
3408,Jamin Winans,,
3409,Jamison Stalsworth,,
3410,Jan Cornet,2026-02-24,
3411,Jan de Bont,2026-10-22,
3412,Jan Decleir,2026-02-14,
3413,Jan Haley,,
3414,Jan Hooks,2026-04-23,2026-10-09
3415,Jan-Michael Vincent,2026-07-15,
3416,Jane Adams,2026-04-01,
3417,Jane Bradbury,,
3418,Jane Campion,2026-04-30,
3419,Jane Clark,,
3420,Jane Curtin,2026-09-06,
3421,Jane Fonda,2026-12-21,
3422,Jane Goodall,2026-04-03,
3423,Jane Krakowski,2026-10-11,
